isFraud,prediction,fraud_probability
1,1.0,0.9777424328425566
0,0.0,0.008123242125589243
0,0.0,0.009163761702330265
0,0.0,0.008441027161249736
0,0.0,0.00729216163829075
0,0.0,0.024468246324490583
1,1.0,0.9364111832162554
0,0.0,0.008509248386102787
0,0.0,0.009163761702330265
0,0.0,0.0074143146538523125
0,0.0,0.00801830613895577
1,0.0,0.4774940122499761
0,0.0,0.008441027161249736
1,0.0,0.023026955980839474
1,0.0,0.03234126224208199
0,0.0,0.008123242125589243
0,0.0,0.009076056524978502
0,0.0,0.006752134303919606
0,0.0,0.008123242125589243
0,0.0,0.008441027161249736
0,0.0,0.008123242125589243
0,0.0,0.007311676081236068
0,0.0,0.007355081225941569
0,0.0,0.027410824368719035
0,0.0,0.024145479145051982
0,0.0,0.018282841210984415
0,0.0,0.018282841210984415
0,0.0,0.008123242125589243
0,0.0,0.009163761702330265
0,0.0,0.006406041835989832
0,0.0,0.006406041835989832
0,0.0,0.010177899253485528
0,0.0,0.013675490484375228
0,0.0,0.00640226682655231
0,0.0,0.005799319904530347
0,0.0,0.012166145061400579
0,0.0,0.006752134303919606
0,0.0,0.010240093771478968
0,0.0,0.03127852670761147
0,0.0,0.027724834394942
0,0.0,0.024145479145051982
0,0.0,0.061753073883392705
0,0.0,0.06523407150188495
0,0.0,0.060378719052661
0,0.0,0.06359888001096678
0,0.0,0.018282841210984415
0,0.0,0.08254821390453952
0,0.0,0.01950458353991168
0,0.0,0.1411027262133925
0,0.0,0.018282841210984415
0,0.0,0.019774224150767423
0,0.0,0.018338199137131948
0,0.0,0.009163761702330265
0,0.0,0.006406041835989832
0,0.0,0.008123242125589243
0,0.0,0.010177899253485528
0,0.0,0.010177899253485528
0,0.0,0.010177899253485528
0,0.0,0.00801830613895577
0,0.0,0.008251847963563918
0,0.0,0.008123242125589243
0,0.0,0.03792108754349403
0,0.0,0.009967790865650005
0,0.0,0.006491145712901235
0,0.0,0.006752134303919606
0,0.0,0.006752134303919606
0,0.0,0.0074143146538523125
0,0.0,0.008394287643904885
0,0.0,0.01043304797860231
0,0.0,0.0074143146538523125
0,0.0,0.0074143146538523125
0,0.0,0.0074143146538523125
0,0.0,0.018142068268064512
0,0.0,0.034500855356611744
0,0.0,0.2122193773577922
0,0.0,0.018175834853725703
0,0.0,0.03027982687830589
1,0.0,0.08014136272560024
0,0.0,0.008123242125589243
0,0.0,0.008123242125589243
0,0.0,0.008123242125589243
0,0.0,0.008251847963563918
0,0.0,0.008251847963563918
0,0.0,0.008123242125589243
0,0.0,0.00801830613895577
0,0.0,0.008123242125589243
0,0.0,0.008251847963563918
0,0.0,0.009912156018377789
0,0.0,0.010429272969164786
0,0.0,0.010115262942941817
0,0.0,0.00976302326808946
0,0.0,0.0027047008271086264
0,0.0,0.017590128504243765
0,0.0,0.02060488515360403
0,0.0,0.01939757718265297
0,0.0,0.018282841210984415
0,0.0,0.018282841210984415
0,0.0,0.023599285344860915
0,0.0,0.01950458353991168
0,0.0,0.013652934116624415
0,0.0,0.010545193366135106
0,0.0,0.009163761702330265
0,0.0,0.008123242125589243
0,0.0,0.008123242125589243
0,0.0,0.01439250065885501
0,0.0,0.009967790865650005
0,0.0,0.005894486635975585
0,0.0,0.011152007510245317
0,0.0,0.006752134303919606
0,0.0,0.008394287643904885
0,0.0,0.006752134303919606
